Date,Open,High,Low,Close,Volume,PriceCategory
2010-01-01,0.3,0.3034282369723857,0.2955096887746318,0.3,715.8,Low
2010-01-02,0.3,0.3043765793883228,0.29945933658232365,0.3,2028.3,Low
2010-01-03,0.3,0.30373575124360835,0.29585774661215636,0.3,273.0,Low
2010-01-04,0.3,0.3034058341430823,0.2984894975814977,0.3,1452.0,Low
2010-01-05,0.3,0.3027148323562317,0.29633021136607246,0.3,1002.5999999999999,Low
2010-01-06,0.3,0.3039815964444799,0.2981269442819001,0.3,872.6999999999999,Low
2010-01-07,0.3,0.30279424710419733,0.299572303961348,0.3,421.2,Low
2010-01-08,0.3,0.30538310610445785,0.2957924388201218,0.3,1030.5,Low
2010-01-09,0.3,0.3057928777348558,0.29714264287821995,0.3,2379.9,Low
2010-01-10,0.3,0.3024856166573069,0.29557188522371247,0.3,310.5,Low
2010-01-11,0.3,0.30481283271707116,0.2993791783591658,0.3,2347.2,Low
2010-01-12,0.3,0.30331470104259156,0.2966778404971627,0.3,894.9,Low
2010-01-13,0.3,0.30353785399823535,0.2993906815505022,0.3,2811.0,Low
2010-01-14,0.3,0.3055759008382682,0.2988800718397372,0.3,1825.5,Low
2010-01-15,0.3,0.30070490553172796,0.2952288444326151,0.3,2659.2,Low
2010-01-16,0.3,0.3007966370082988,0.29839656786294866,0.3,874.5,Low
2010-01-17,0.3,0.3004152448654099,0.29916805595130064,0.3,1514.3999999999999,Low
2010-01-18,0.3,0.30504593311962325,0.29889169030895246,0.3,2158.7999999999997,Low
2010-01-19,0.3,0.3047354934804142,0.2988938364057677,0.3,369.3,Low
2010-01-20,0.3,0.30525906924500684,0.29489020382174724,0.3,158.4,Low
2010-01-21,0.3,0.3058781245507267,0.29633732754079495,0.3,957.0,Low
2010-01-22,0.3,0.3048552038160353,0.29518361057752585,0.3,1566.6,Low
2010-01-23,0.3,0.30293043236484174,0.2982338511506295,0.3,1254.0,Low
2010-01-24,0.3,0.3047490163048328,0.29612985725498026,0.3,2197.7999999999997,Low
2010-01-25,0.3,0.3009741642274529,0.29457622673136985,0.3,1523.1,Low
2010-01-26,0.3,0.30394754982156685,0.2966564537027203,0.3,1032.8999999999999,Low
2010-01-27,0.3,0.3011171137382315,0.2947368158798875,0.3,1800.6,Low
2010-01-28,0.3,0.30568461282718257,0.2984571394266188,0.3,714.6,Low
2010-01-29,0.3,0.3032745354339754,0.29418851780992583,0.3,275.4,Low
2010-01-30,0.3,0.30266357305794594,0.2992457528151833,0.3,624.0,Low
2010-01-31,0.3,0.30180796698899637,0.2953616823495227,0.3,2934.0,Low
2010-02-01,0.3,0.304713132029775,0.29855020270157057,0.3,2558.4,Low
2010-02-02,0.3,0.30290005689363436,0.29903374009892264,0.3,626.4,Low
2010-02-03,0.3,0.30354007350855133,0.29651355219039305,0.3,1213.2,Low
2010-02-04,0.3,0.30040710186248726,0.2978929729891844,0.3,2479.2,Low
2010-02-05,0.3,0.3038205223333325,0.2984316362776194,0.3,2388.6,Low
2010-02-06,0.3,0.3037889456195178,0.297196997248536,0.3,2062.2,Low
2010-02-07,0.3,0.3038165237821861,0.2940659978319136,0.3,775.1999999999999,Low
2010-02-08,0.3,0.3056793640475333,0.2960937379167983,0.3,562.1999999999999,Low
2010-02-09,0.3,0.3041863757048898,0.29811196309622506,0.3,735.6,Low
2010-02-10,0.3,0.30234919503327057,0.29408035744189415,0.3,2574.0,Low
2010-02-11,0.3,0.30279108213665623,0.2981087499188884,0.3,2202.9,Low
2010-02-12,0.3,0.3042764978167854,0.2955979858121802,0.3,2654.4,Low
2010-02-13,0.3,0.30064328518828687,0.2981990029571735,0.3,912.9,Low
2010-02-14,0.3,0.3041005702780403,0.29528645324681885,0.3,90.0,Low
2010-02-15,0.3,0.3041226358568235,0.2960292904910012,0.3,2278.2,Low
2010-02-16,0.3,0.30149918059812086,0.2964355708833068,0.3,117.3,Low
2010-02-17,0.3,0.30103487989663263,0.2970842992166968,0.3,537.6,Low
2010-02-18,0.3,0.3020979416002678,0.298315793418878,0.3,2859.9,Low
2010-02-19,0.3,0.30237315139437293,0.296226264740714,0.3,1420.5,Low
2010-02-20,0.3,0.3035501215913819,0.2947162189700315,0.3,2397.0,Low
2010-02-21,0.3,0.3028000286267352,0.29952155913991,0.3,651.0,Low
2010-02-22,0.3,0.3059337308769376,0.29552378248867694,0.3,1300.2,Low
2010-02-23,0.3,0.30088165542126377,0.29468444154958645,0.3,2043.8999999999999,Low
2010-02-24,0.3,0.30149059750974055,0.296183739652557,0.3,2225.7,Low
2010-02-25,0.3,0.30121946425194446,0.2982269453952722,0.3,1290.8999999999999,Low
2010-02-26,0.3,0.3040227174551528,0.2976965921611807,0.3,1506.3,Low
2010-02-27,0.3,0.30174376213447673,0.29543181252083983,0.3,415.8,Low
2010-02-28,0.3,0.3029579714052809,0.2976091125229331,0.3,2709.6,Low
2010-03-01,0.3,0.3016932258744091,0.2996539830102647,0.3,1014.0,Low
2010-03-02,0.3,0.3012061266267794,0.29909854572053923,0.3,347.7,Low
2010-03-03,0.3,0.3009291383046366,0.2980735598903286,0.3,2139.9,Low
2010-03-04,0.3,0.30404107865995206,0.2974589321218205,0.3,400.2,Low
2010-03-05,0.3,0.3010876428226871,0.29762334907849086,0.3,445.5,Low
2010-03-06,0.3,0.30142051946157633,0.2951033619894893,0.3,1098.6,Low
2010-03-07,0.3,0.30240173347276744,0.2984369784038168,0.3,2398.2,Low
2010-03-08,0.3,0.3049796614101332,0.2973612141008902,0.3,1863.3,Low
2010-03-09,0.3,0.30085347727202044,0.2950589067035232,0.3,367.2,Low
2010-03-10,0.3,0.30507628597274317,0.2951774075009541,0.3,388.8,Low
2010-03-11,0.3,0.30084776092499554,0.2985302157544682,0.3,1032.3,Low
2010-03-12,0.3,0.30586581895057635,0.2976247838300901,0.3,690.9,Low
2010-03-13,0.3,0.3029713118493919,0.29880901504760554,0.3,1842.8999999999999,Low
2010-03-14,0.3,0.3058675382026849,0.2991864300672465,0.3,488.09999999999997,Low
2010-03-15,0.3,0.30374761946254675,0.2965410988384052,0.3,1872.8999999999999,Low
2010-03-16,0.3,0.3045138024025703,0.29787889421857694,0.3,2003.1,Low
2010-03-17,0.3,0.3005233704158496,0.296771971465801,0.3,2803.5,Low
2010-03-18,0.3,0.30191199968668553,0.296348913578105,0.3,2135.4,Low
2010-03-19,0.3,0.30098512039891506,0.2962447040746272,0.3,1020.0,Low
2010-03-20,0.3,0.3019879991258762,0.2943376383218451,0.3,1595.1,Low
2010-03-21,0.3,0.30097674799803914,0.2983624994477082,0.3,459.3,Low
2010-03-22,0.3,0.3021125041225457,0.2945809138285892,0.3,1975.8,Low
2010-03-23,0.3,0.3026612990687336,0.2994075406275512,0.3,1305.8999999999999,Low
2010-03-24,0.3,0.30066564072918806,0.29952681781705937,0.3,1948.8,Low
2010-03-25,0.3,0.3042470910804091,0.2990800220024459,0.3,2179.7999999999997,Low
2010-03-26,0.3,0.30352962828897745,0.2960309718616182,0.3,574.8,Low
2010-03-27,0.3,0.3018127200983548,0.2966773269504871,0.3,1480.2,Low
2010-03-28,0.3,0.3032825139047602,0.29877589785628955,0.3,2689.2,Low
2010-03-29,0.3,0.3008354609113231,0.2988569417996988,0.3,2256.6,Low
2010-03-30,0.3,0.3035828950246702,0.29668225294198713,0.3,1844.1,Low
2010-03-31,0.3,0.3055969883261844,0.2942336663770437,0.3,2890.7999999999997,Low
2010-04-01,0.3,0.30211584302897254,0.2986584389661566,0.3,1161.0,Low
2010-04-02,0.3,0.304104239165793,0.2982229617917169,0.3,1701.8999999999999,Low
2010-04-03,0.3,0.301051247815705,0.29901267523359754,0.3,2531.1,Low
2010-04-04,0.3,0.3043830650634758,0.29631076949107227,0.3,260.09999999999997,Low
2010-04-05,0.3,0.30194961472979903,0.29441741504780217,0.3,490.5,Low
2010-04-06,0.3,0.3013441907634406,0.2983433136940362,0.3,2901.2999999999997,Low
2010-04-07,0.3,0.30364312372841745,0.2970071987998664,0.3,907.8,Low
2010-04-08,0.3,0.3004146130132687,0.29452659701620026,0.3,2906.4,Low
